gene_cluster_id,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GC.function,COG20_FUNCTION,KOfam,Pfam
GC_00011906,accessory,8,2.5412124849539723,2.5308312583811308,0.6448777962957656,3.9245129432559884,8.690538702009683e-5,0.006345252210199607,GC_00011906,,,
GC_00004149,accessory,36,1.1889784722330963,2.5280921583094154,0.8145935593553016,3.1035012851197075,0.0019124540435168252,0.033256261917033035,Protease inhibitor Inh,,,Protease inhibitor Inh
GC_00026874,accessory,1,1.4939964035269564,2.5261100543159065,0.8303607033852348,3.0421840099337545,0.0023486826931339968,0.03707743254471441,Signal transduction histidine kinase (BaeS) (PDB:1JOY),Signal transduction histidine kinase (BaeS) (PDB:1JOY),,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
GC_00017407,accessory,4,1.7850359862438399,2.5218524764945647,0.7689113399479588,3.2797701704662696,0.0010389168320488337,0.023089884594209444,Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA),Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA),,AsmA family
GC_00003221,accessory,50,4.987092188545904,2.5184459393645096,0.5746864006035451,4.3822960430586075,1.174350858926413e-5,0.002488531401520343,GC_00003221,,,
GC_00017174,accessory,4,2.134578067888934,2.5127982725221067,0.6929120306973054,3.626431871868895,2.873645912413124e-4,0.011434350023540778,"Branched-chain amino acid ABC-type transport system, permease component (LivH)","Branched-chain amino acid ABC-type transport system, permease component (LivH)",,
GC_00016628,accessory,4,2.4783055285329474,2.5108328594502,0.7098395304670667,3.53718376010716,4.0441817921965434e-4,0.013960363595673594,GC_00016628,,,
GC_00002966,accessory,63,2.8126424859977446,2.5078830194915422,0.6045447768077645,4.1483825776051795,3.3483251208493634e-5,0.003956181698496649,"Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)","Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)",putative oxidoreductase,DoxX
GC_00066602,accessory,1,1.4615517695213924,2.50356637501966,0.778614440999107,3.215412202998854,0.0013025733306283162,0.026200989378996065,"Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)","Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase (BcsA) (PDB:4HG6)",,Glycosyl transferase family 2
GC_00036228,accessory,1,1.7741005307234552,2.500376762670465,0.7556829468248087,3.3087643080691773,9.370868763453395e-4,0.021617052195591728,GC_00036228,,,
GC_00007948,accessory,15,2.4853749648624124,2.4981942473640735,0.6381832389312855,3.914540675727554,9.057646823080272e-5,0.006447912332180269,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),"AraC family transcriptional regulator, positive regulator of tynA and feaB","Bacterial regulatory helix-turn-helix proteins, AraC family"
GC_00040904,accessory,1,3.1777941108987697,2.4979645515410023,0.5712309649691416,4.372950180801113,1.2257870415215625e-5,0.002538493527805563,GC_00040904,,,
GC_00012182,accessory,6,1.4496481946536572,2.492609730846162,0.7926293039450983,3.1447357780489194,0.0016623689538307724,0.030355723261134265,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)","DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",,LysR substrate binding domain
GC_00060800,accessory,1,2.123990547037775,2.4925239708956717,0.6907353432720865,3.6085079403760076,3.079630904341951e-4,0.011698542413520259,"Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)","Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)",,Concanavalin A-like lectin/glucanases superfamily
GC_00066890,accessory,1,2.116356825555534,2.4903129879833363,0.6925287484373419,3.5959705551612244,3.231843569051485e-4,0.01201981983722332,GC_00066890,,,
GC_00028377,accessory,2,1.1703536491545459,2.488427934027512,0.8561108981185892,2.906665409231612,0.0036530370590069803,0.04708129233616917,"Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains (YitT) (PDB:3HLU)","Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains (YitT) (PDB:3HLU)",,"Uncharacterised 5xTM membrane BCR, YitT family COG1284"
GC_00060620,accessory,1,2.4735026154625355,2.488257171464223,0.6410291231750017,3.8816601017126113,1.0374581572244989e-4,0.00680094872563283,GC_00060620,,,
GC_00011370,accessory,8,1.4299433210828751,2.487757337680156,0.779790736053529,3.1902883974622944,0.0014213088154178765,0.027791772373578733,GC_00011370,,,
GC_00045118,accessory,1,2.901242103760222,2.4861010054871655,0.5942057171803025,4.183906235847941,2.8654233553057235e-5,0.0037184391745774905,"GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)|GAF domain (GAF)","GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)|GAF domain (GAF)",,PilZ domain
GC_00004482,accessory,27,1.1668962357441117,2.4851622624273677,0.8099680177132783,3.068222705192162,0.002153360730516258,0.03510093555718094,Short repeat of unknown function (DUF308),,,Short repeat of unknown function (DUF308)
GC_00069799,accessory,1,1.7683903758869601,2.481661669688896,0.769099447304329,3.226711029876627,0.0012522185415156683,0.02575669379298142,Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7),,
GC_00068416,accessory,1,1.425807741480799,2.480846222211445,0.8445877402387807,2.937345765296171,0.003310347899259531,0.044595048745012675,GC_00068416,,,
GC_00019333,accessory,4,2.441113824320452,2.4757694143005073,0.6643839890606396,3.7264134221550895,1.9422374307443704e-4,0.009217535140074324,GC_00019333,,,
GC_00046984,accessory,1,0.9305497449779164,2.469098942460815,0.8294309437421232,2.9768589670901857,0.002912179401394346,0.04190811639917789,GC_00046984,,,
GC_00061778,accessory,1,2.808557351348315,2.4620670321826736,0.6510824141743227,3.781498284368456,1.558872966870713e-4,0.008234993433498579,GC_00061778,,,
GC_00046308,accessory,1,2.086720323637051,2.459162456009849,0.6885971958543144,3.5712641161119842,3.5526241948901065e-4,0.01274468963143254,"GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)","GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)",diguanylate cyclase [EC:2.7.7.65],"Diguanylate cyclase, GGDEF domain"
GC_00004396,accessory,32,2.066289031396452,2.456464434107586,0.6995515157138349,3.5114846854430235,4.456111368719241e-4,0.014676069511551641,"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)","Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily (ERG3) (PDB:4ZR0)",,
GC_00033649,accessory,2,2.0562580310960326,2.4506097987710613,0.6844802607794546,3.5802490432381786,3.432668853954483e-4,0.012412094681441766,O-Antigen ligase,,,O-Antigen ligase
GC_00043721,accessory,1,1.4086879386966635,2.450221428763406,0.7689213773547383,3.1865695257331983,0.0014397088015395318,0.027909402557351304,GC_00043721,,,
GC_00004352,accessory,33,1.4128837975745279,2.4482157760858394,0.7760872326848568,3.1545626225756744,0.0016073887795038878,0.02964883918793406,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)","DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)",,DeoR C terminal sensor domain
GC_00026436,accessory,2,2.7433212944924708,2.4455661886998636,0.6066086543938852,4.031538572662533,5.54128996645435e-5,0.004808784207079242,"dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)","dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)",,DegT/DnrJ/EryC1/StrS aminotransferase family
GC_00069194,accessory,1,1.3956062065052597,2.4446397840834857,0.781924270561444,3.1264405980494305,0.0017693624542805255,0.031489122428523725,GC_00069194,,,
GC_00040404,accessory,1,1.1604109571291412,2.443747467378935,0.8129428394924998,3.006050793072372,0.002646647836479002,0.03927728841367535,PAS domain (PAS) (PDB:2MWG),PAS domain (PAS) (PDB:2MWG),,
GC_00041450,accessory,1,1.724392840588291,2.4392459966590194,0.758193421004749,3.217181696758275,0.0012945658546339202,0.026162007978208664,GC_00041450,,,
GC_00008026,accessory,6,2.4079429300552313,2.437554969476392,0.6842290874722697,3.562483697501651,3.6736272780987285e-4,0.01312709480707279,Transposase,Transposase,transposase,Transposase IS116/IS110/IS902 family
GC_00063918,accessory,1,1.1347579514916766,2.4353510547331867,0.8189951704303989,2.97358414635505,0.0029434368877046856,0.04203855316734341,GC_00063918,,,
GC_00004362,accessory,12,3.4217637492039783,2.432638205923362,0.5299152492559239,4.590617479567027,4.419366240922552e-6,0.0014712361177740283,Transposase,Transposase,putative transposase,Transposase DDE domain
GC_00050814,accessory,1,1.127634874393177,2.429106868263675,0.8110469328452617,2.9950262677673183,0.0027442120814126325,0.04013685471241077,"Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold (ClfA) (PDB:1N67) (PUBMED:12485987)","Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold (ClfA) (PDB:1N67) (PUBMED:12485987)",,SdrD B-like domain
GC_00026557,accessory,2,1.1267683758304499,2.428026546850139,0.844678059766548,2.8744993654993203,0.004046685831698682,0.04996395839896801,GC_00026557,,,
GC_00040983,accessory,1,1.6941161218702214,2.4244080059674094,0.7828422736512419,3.0969303620507964,0.0019553580263773195,0.03363469102683523,GC_00040983,,,
GC_00015666,accessory,4,2.0361455931116943,2.4204958548644053,0.7224567788473031,3.350367697741537,8.070435201325419e-4,0.020656686953504838,GC_00015666,,,
GC_00020504,accessory,3,2.0084420995855865,2.4189037630014965,0.72923544679299,3.3170408455037115,9.097631518806911e-4,0.0214760669428416,GC_00020504,,,
GC_00007248,accessory,16,2.0340907851423657,2.4180970493183946,0.7114252633707648,3.398947400126532,6.764572457732322e-4,0.01881560598653412,GC_00007248,,,
GC_00005365,accessory,20,2.6710650781927634,2.401769905368428,0.6047410191365192,3.971567711411077,7.140119957564365e-5,0.005707085355554956,CsbD-like,,,CsbD-like
GC_00008625,accessory,13,1.9865618350654426,2.3962469345302573,0.7397890417878366,3.2390949300077287,0.001199096563817882,0.02509622875819627,"Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)","Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)",exopolysaccharide production protein ExoZ,Acyltransferase family
GC_00009300,accessory,7,5.397673023135265,2.395564597357762,0.43267638761919414,5.536619667505728,3.083651735045667e-8,4.855416781569527e-5,GC_00009300,,,
GC_00024139,accessory,2,1.6728889986099524,2.394266345207068,0.7744505638315565,3.091567695892106,0.0019910257772291808,0.03384743821289607,GC_00024139,,,
GC_00036793,accessory,1,1.116539732841113,2.3917014931679117,0.8290971832089573,2.8847058482469015,0.003917795348981617,0.048969754759836066,"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)","CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)|Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)",,Response regulator receiver domain
GC_00004586,accessory,30,1.6973153911591008,2.388862498575083,0.7426553936701413,3.2166500357178083,0.0012969669884676947,0.026162007978208664,"ABC-type uncharacterized transport system, ATPase component (PUBMED:10686096)","ABC-type uncharacterized transport system, ATPase component (PUBMED:10686096)",,ABC transporter
GC_00018135,accessory,4,2.3241891384956737,2.382451634044891,0.6428354574562531,3.706160894535012,2.1042465181824176e-4,0.009883450656535148,GC_00018135,,,
GC_00003814,accessory,31,1.6368543448622046,2.376232523043217,0.7399697562077883,3.2112562751496503,0.001321560204355136,0.02627123352630434,"DNA-binding transcriptional regulator, FrmR family (FrmR) (PDB:2HH7)","DNA-binding transcriptional regulator, FrmR family (FrmR) (PDB:2HH7)",uncharacterized protein,Metal-sensitive transcriptional repressor
GC_00013191,accessory,5,2.328407480021768,2.3732590868147163,0.6430912018930394,3.6903927154168144,2.2390810874796453e-4,0.010020922164677582,GC_00013191,,,
GC_00004334,accessory,33,2.591366068022853,2.370437662957741,0.6011773364856924,3.9429923902564745,8.04712097089487e-5,0.006214014092101192,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)","DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)",,DeoR C terminal sensor domain
GC_00023097,accessory,3,1.6287412050305947,2.369939302155303,0.7994316172471493,2.9645303626046373,0.0030314532641405757,0.04249631098899835,GC_00023097,,,
GC_00002980,accessory,62,2.5868234155367835,2.3687694957497714,0.6346342153517982,3.7324957250164745,1.8959191556598096e-4,0.009092429129669571,Periplasmic glucan biosynthesis protein OpgG (MdoG) (PDB:1TXK),Periplasmic glucan biosynthesis protein OpgG (MdoG) (PDB:1TXK),periplasmic glucans biosynthesis protein,"Periplasmic glucan biosynthesis protein, MdoG"
GC_00069340,accessory,1,1.9705321130293048,2.3673800187382006,0.7104729116345909,3.3321186212315257,8.618751112134705e-4,0.02118278976583497,GC_00069340,,,
GC_00015350,accessory,5,1.656708376154802,2.35189306149031,0.7638419473934872,3.0790310345168184,0.0020767504678224054,0.034380065862893,"Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)","Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)",exopolysaccharide production protein ExoY,Bacterial sugar transferase
GC_00003622,accessory,45,2.2520703868724996,2.3507132683525644,0.6421034183185206,3.660957411671143,2.5127452813606603e-4,0.010598344357311511,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),,Glycosyl transferases group 1
GC_00040931,accessory,1,1.6413217815667118,2.347330688437658,0.7672149308479764,3.0595477148016834,0.002216714737358958,0.03574991979967226,GC_00040931,,,
GC_00065600,accessory,1,1.3168226044126383,2.3467635711385477,0.8146694148345879,2.8806329640042265,0.003968775121350187,0.049471243373109305,GC_00065600,,,
GC_00002596,accessory,54,7.772414625817268,2.341507555313347,0.36773345100561233,6.367404294904928,1.9225393343198817e-10,1.7518178414322762e-6,"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2);Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains (YesN);CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)","DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2);Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains (YesN);CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)",,Response regulator receiver domain
GC_00025444,accessory,1,1.6015077351292066,2.3406052935599666,0.7716177398043569,3.0333741343912406,0.002418355702481685,0.03734924942544596,GC_00025444,,,
GC_00034878,accessory,1,2.2438023923626877,2.3394770547770865,0.6430311823944062,3.638201566004551,2.745485210562227e-4,0.011031183880231159,GC_00034878,,,
GC_00030461,accessory,2,1.9024551338436009,2.33176893253097,0.7472292235703285,3.120553718963999,0.0018051137070500718,0.031938244851728644,Protein of unknown function (DUF2934),,,Protein of unknown function (DUF2934)
GC_00003473,accessory,49,1.591533408051084,2.3317326952040793,0.7924712081672313,2.942356354619795,0.0032572486212409314,0.044166740233255015,"Endonuclease YncB, thermonuclease family (YncB)","Endonuclease YncB, thermonuclease family (YncB)",,
GC_00031903,accessory,2,2.2278522860334538,2.3285620091452213,0.6666202531585607,3.493086203295049,4.774723480804651e-4,0.015373597299325789,GC_00031903,,,
GC_00059525,accessory,1,2.516720355234768,2.320790362531412,0.6093150977346622,3.8088509067964114,1.3961410603502742e-4,0.007839191169253206,GC_00059525,,,
GC_00020426,accessory,2,3.1710555084306877,2.3205531669938906,0.541820523611298,4.282881629376328,1.844883295725818e-5,0.0032328031905103183,GC_00020426,,,
GC_00022598,accessory,2,2.534811870204211,2.3174533916629034,0.5956118489089081,3.8908785913312665,9.988190290177365e-5,0.006643240140444974,GC_00022598,,,
GC_00037631,accessory,1,1.90759366152838,2.3144134309142115,0.7026953072860598,3.2936230068945633,9.89050549306699e-4,0.022418479117618514,Domain of unknown function (DUF6883),,,Domain of unknown function (DUF6883)
GC_00015287,accessory,3,4.740572765372811,2.3057440690280506,0.44548227796229306,5.175837924630564,2.2689035908621135e-7,1.5903268861488907e-4,GC_00015287,,,
GC_00003255,accessory,54,1.2840609655318869,2.302448945508967,0.7794454460342561,2.9539577878395558,0.003137269151061665,0.0431173401274116,Cell division protein FtsN (FtsN) (PDB:1UTA),Cell division protein FtsN (FtsN) (PDB:1UTA),,
GC_00066543,accessory,1,2.5139011899249155,2.3015210517196096,0.6302131030753977,3.651972706515211,2.602335483713948e-4,0.01064755619982363,GC_00066543,,,
GC_00007253,accessory,16,1.5528387964862271,2.295733748067041,0.7933445060145038,2.8937412822079476,0.0038068168511840757,0.04831158098605752,Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase) (Pcp) (PDB:1AUG),Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase) (Pcp) (PDB:1AUG),pyroglutamyl-peptidase [EC:3.4.19.3],Pyroglutamyl peptidase
GC_00002655,accessory,74,2.8346780612589964,2.2952975185629816,0.5568556157678527,4.121889864391468,3.7577685733725455e-5,0.00406366689120398,Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM),Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM),glycine cleavage system H protein,Glycine cleavage H-protein
GC_00068544,accessory,1,1.8493279053892233,2.294976373687649,0.7469281970914227,3.0725528673631635,0.0021223623511261195,0.03494262135399577,GC_00068544,,,
GC_00009520,accessory,11,1.8921817684414002,2.285436995955094,0.7242067953869473,3.15577955152157,0.0016006979181901586,0.029602930677459525,GC_00009520,,,
GC_00068438,accessory,1,2.4919001861995573,2.279661082302041,0.645138047624915,3.5336019797540175,4.099379077669226e-4,0.014095676285178107,GC_00068438,,,
GC_00005980,accessory,19,2.137325705183658,2.279367850659386,0.6630801714102748,3.43754488361717,5.870134236368148e-4,0.017310246977924455,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),trans-aconitate 3-methyltransferase [EC:2.1.1.145],Methyltransferase domain
GC_00025758,accessory,1,2.4749592986398783,2.2729143519478705,0.5916819174801312,3.8414463663649063,1.223114633711679e-4,0.007190335833794077,cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9),,Crp-like helix-turn-helix domain
GC_00022866,accessory,1,5.236664864000419,2.271456563097175,0.4482933070451978,5.066898228012496,4.043503238543186e-7,2.456293433973701e-4,GC_00022866,,,
GC_00009028,accessory,10,2.428386781466795,2.266929664634052,0.6101260604856458,3.7155103042634012,2.0279400034526503e-4,0.009574398606974378,GC_00009028,,,
GC_00059747,accessory,1,1.8434783636134144,2.2593909147637867,0.709711600574789,3.1835338649303835,0.001454890936648581,0.027909402557351304,GC_00059747,,,
GC_00003370,accessory,52,1.803736826442043,2.2398450701862966,0.6910778119053943,3.2410895438977314,0.0011907377448808728,0.025057742104744832,"Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)","Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)",,Peptidase family M48
GC_00042187,accessory,1,2.146877264820717,2.2335875955993623,0.6715387809643821,3.326073875274569,8.807858097076613e-4,0.021264455287553455,GC_00042187,,,
GC_00032610,accessory,2,3.0506414391320353,2.2330106162242993,0.5273726872315458,4.234217414531906,2.293489788691621e-5,0.0035420811787386527,GC_00032610,,,
GC_00023369,accessory,2,1.8242957084927074,2.2274654788739894,0.7497997031699347,2.9707473468673222,0.002970760695871644,0.042126209278162685,GC_00023369,,,
GC_00007249,accessory,13,5.138624466327636,2.216702204654977,0.4223487685942193,5.248511110931453,1.5333339425832786e-7,1.2701580804380758e-4,"Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O)","Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O)","two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]",CheB methylesterase
GC_00021445,accessory,3,1.8409516053237427,2.2162154766963096,0.728820858970195,3.0408233373393903,0.0023593221708580873,0.03707743254471441,GC_00021445,,,
GC_00030819,accessory,2,2.992547183313636,2.213890439602502,0.5383163371131368,4.112619824014766,3.9119430979215765e-5,0.0040650287501842065,GC_00030819,,,
GC_00015505,accessory,5,2.6733795380302436,2.212243410379806,0.5784742719660584,3.8242727768359734,1.3115864214653455e-4,0.0074694846702451426,GC_00015505,,,
GC_00005040,accessory,23,2.669162484050914,2.2041058347777147,0.5729167987342956,3.8471656611345475,1.1949217684587302e-4,0.007181319144015188,"DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)","DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)",,HxlR-like helix-turn-helix
GC_00004526,accessory,24,9.395025882105513,2.202137005884702,0.36548201752510834,6.025295090567395,1.688013555962384e-9,7.690589760964622e-6,GC_00004526,,,
GC_00027908,accessory,2,2.9585945393171964,2.2007055794074257,0.5341676842891893,4.1198777914389915,3.79073404030222e-5,0.00406366689120398,GC_00027908,,,
GC_00038170,accessory,1,2.3580264724915927,2.197806651427543,0.625544415724463,3.5134302156341577,4.423605954454809e-4,0.014676069511551641,GC_00038170,,,
GC_00005839,accessory,18,3.562115873971144,2.190964179142528,0.5260174966768889,4.165192589569598,3.1108984261987934e-5,0.0038166601911384782,"Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)","Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)",,Ion channel
GC_00003893,accessory,36,2.6823053993402044,2.1879832088955444,0.5823347264858816,3.757260402619302,1.7178371246787938e-4,0.008741510670538792,"DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)","DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)",,HxlR-like helix-turn-helix
GC_00012253,accessory,7,1.7352535461103773,2.174795926723807,0.7349876196318966,2.9589558635191824,0.0030868330869731966,0.04278676867242092,"Uncharacterized conserved protein, contains TadX/Tad_C domain (TadX) (PUBMED:26686616)","Uncharacterized conserved protein, contains TadX/Tad_C domain (TadX) (PUBMED:26686616)",,Putative Tad-like Flp pilus-assembly
GC_00032005,accessory,2,2.022575968927904,2.1710568532046137,0.6804635764038917,3.1905555690110514,0.0014199953047972112,0.027791772373578733,GC_00032005,,,
GC_00002418,accessory,64,2.5987080615447358,2.1708928005505923,0.5741622913839313,3.780974182957895,1.5621587511280567e-4,0.008234993433498579,metallothionein,,metallothionein,Prokaryotic metallothionein
GC_00021014,accessory,3,2.3329569684797016,2.1656536343461013,0.6147103938381524,3.5230470414272808,4.266156325491469e-4,0.014451009828207533,GC_00021014,,,
GC_00003178,accessory,56,3.4729434593004154,2.163068366739315,0.5105824448448083,4.236472265310219,2.2705895223488903e-5,0.0035420811787386527,GC_00003178,,,
GC_00027830,accessory,2,1.7342089317427913,2.15996269530493,0.6992473050202981,3.0889825099036017,0.002008432624600099,0.03401642764936079,GC_00027830,,,
GC_00025943,accessory,2,2.2952190841773743,2.157196123191491,0.623042224105754,3.4623594352496605,5.354615319883596e-4,0.01637290429355011,"Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)","Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF)","two-component system, sensor histidine kinase [EC:2.7.13.3]","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
GC_00056950,accessory,1,2.060054152541244,2.1566532167517485,0.6834355378513687,3.1556059018118696,0.0016016511000864295,0.029602930677459525,GC_00056950,,,
GC_00039384,accessory,1,2.009452912767284,2.151709283308254,0.6457852391419447,3.3319270136419217,8.624687229065817e-4,0.02118278976583497,"Predicted Zn-dependent protease YjaZ, DUF2268 family (YjaZ)","Predicted Zn-dependent protease YjaZ, DUF2268 family (YjaZ)",,Predicted Zn-dependent protease (DUF2268)
GC_00002646,accessory,75,1.7141843363388987,2.1491029468071834,0.7405351014597846,2.902094637473295,0.0037067654095015398,0.04757189635405357,5-(aminomethyl)-3-furanmethanol-phosphate kinase MfnE (methanofuran biosynthesis) (MfnE) (PUBMED:26100040),5-(aminomethyl)-3-furanmethanol-phosphate kinase MfnE (methanofuran biosynthesis) (MfnE) (PUBMED:26100040),5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31],Amino acid kinase family
GC_00040584,accessory,1,1.9956735682688067,2.1465922034065517,0.7081098888233472,3.031439381496992,0.0024339078610996637,0.03752583490751292,GC_00040584,,,
GC_00025572,accessory,2,2.609013642098448,2.1440456801122947,0.5576278382750539,3.844940178640667,1.2058185129876248e-4,0.007181319144015188,Methyltransferase FkbM domain,,,Methyltransferase FkbM domain
GC_00048163,accessory,1,2.279899607098593,2.140215959905365,0.6394298816511538,3.3470690396558247,8.167086731607998e-4,0.02078728891017097,GC_00048163,,,
GC_00011541,accessory,8,2.894386064010296,2.1307190233825968,0.5893779805150375,3.615199572811718,3.001163322509982e-4,0.011636851146685515,Virulence-associated protein VagC (function unknown) (VagC),Virulence-associated protein VagC (function unknown) (VagC),antitoxin VapB,
GC_00065388,accessory,1,2.247359824187686,2.1259921806711217,0.61741104899206245,3.443398339148372,5.744525198151991e-4,0.017218458422881888,GC_00065388,,,
GC_00037726,accessory,1,1.9791348671785707,2.1147591386316744,0.6787380199257392,3.1157222323615383,0.001834950264396982,0.03240323025035911,"Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)","Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)",exopolysaccharide production protein ExoZ,Acyltransferase family
GC_00017827,accessory,2,2.785211321319405,2.1109809652346048,0.6275664217408453,3.3637570336838993,7.688920100695871e-4,0.02019061670246132,GC_00017827,,,
